#Frame            All     All[Max]
     795      24.3124      33.7746
     796      24.3485      34.2454
     797      24.2942      34.3486
     798      24.5268      34.3425
     799      24.6175      33.6707
     800      24.7420      34.0484
     801      24.5707      33.8458
     802      24.4211      34.2184
     803      24.5302      34.9080
     804      24.5043      34.4561
     805      24.7038      34.8515
     806      24.4937      34.3311
     807      24.2152      34.0672
     808      24.4896      34.5052
     809      24.5493      35.1455
     810      24.6800      34.8004
     811      24.6274      34.9682
     812      24.6041      35.0417
     813      24.5735      34.3422
     814      24.5913      35.2779
     815      24.4035      34.6255
     816      24.5165      35.0917
     817      24.6802      35.2378
     818      24.6701      36.3867
     819      24.9045      36.6213
     820      24.8809      36.3666
     821      24.7455      36.0455
     822      24.8253      35.5339
     823      24.7105      35.3700
     824      24.5818      34.9916
     825      24.3316      34.5540
     826      24.4496      34.6335
     827      24.3774      34.7835
     828      24.4858      35.2193
     829      24.4265      35.4686
     830      24.2868      35.8304
     831      24.3773      35.7716
     832      24.4400      35.6734
     833      24.3220      36.1555
     834      24.4511      36.1943
     835      24.2258      35.2942
     836      24.0628      35.5079
     837      23.9731      35.0546
     838      23.8872      34.5200
     839      23.8112      35.0062
     840      23.8746      34.9000
     841      23.8839      34.9168
     842      24.0596      35.2561
     843      23.9242      34.6561
     844      24.0844      34.5908
     845      24.0330      34.7129
     846      24.0935      34.8382
     847      24.1541      35.4815
     848      24.2503      35.1932
     849      24.1010      34.9013
     850      24.0984      34.8892
     851      24.1657      34.6880
     852      24.2434      35.4787
     853      24.3995      35.8614
     854      24.3256      35.3974
     855      24.2611      35.9826
     856      24.1661      35.2715
     857      24.2115      35.2722
     858      24.2546      34.9578
     859      24.3799      35.6818
     860      24.3796      35.5089
     861      24.3640      35.4362
     862      24.5165      35.6077
     863      24.4388      35.6734
     864      24.4385      35.6622
     865      24.4941      36.0088
     866      24.3295      36.0090
     867      24.5999      35.9871
     868      24.7195      35.9627
     869      24.6833      35.9185
     870      24.6704      36.2621
     871      24.7427      35.6308
     872      24.6393      36.3655
     873      24.5978      35.7960
     874      24.4532      35.0366
     875      24.3533      35.6367
     876      24.4412      35.8166
     877      24.4405      35.1889
     878      24.4133      34.7329
     879      24.3954      34.7870
     880      24.1903      34.4295
     881      24.4230      34.6905
     882      24.4588      35.0065
     883      24.5013      35.4093
     884      24.4529      35.0075
     885      24.3029      35.2279
     886      24.2408      34.4025
     887      24.1634      34.5044
     888      24.1048      34.5714
     889      24.0924      33.9607
     890      24.2632      34.3709
